Федя Яковлев — из репетиторов в аналитики через ШАД | Подкаст | karpov.courses;https://www.youtube.com/watch?v=zTGxoO1wSas
System Design с Валерием Бабушкиным | Выпуск 1 | Собеседование | karpov.courses;https://www.youtube.com/watch?v=PZoueQ9kjCU
Иван Иванчей о машинном обучении и психологии | Интервью | karpov.courses;https://www.youtube.com/watch?v=uMWuhEJ1obo
Андрей Кротких — как попасть в IT из желания помогать людям | Подкаст | karpov.courses;https://www.youtube.com/watch?v=EM7RQhqhr34
Лёша Синельников — как долго искать себя и найти в CPA-трафике | Подкаст | karpov.courses;https://www.youtube.com/watch?v=c8jI0c66fuo
Женя Лебедев — в IT без профильного образования | Подкаст | karpov.courses;https://www.youtube.com/watch?v=-qxn4kTb2zg
Сергей Панюшкин — от увлечения iOS к управлению ростом | Подкаст | karpov.courses;https://www.youtube.com/watch?v=apRK-HDcn5M
Старт карьеры в аналитике | Взгляд HR | karpov.courses;https://www.youtube.com/watch?v=RSsBpWwnE1o
Игровой аналитик | Собеседование | karpov.courses;https://www.youtube.com/watch?v=swhkJy6bBto
Арамаис Малхасян — в аналитики из семьи врачей | Подкаст | karpov.courses;https://www.youtube.com/watch?v=c7TTe5_cnc0
Сравнение подходов ETL и ELT | Дина Сафина | karpov.courses;https://www.youtube.com/watch?v=4EqriO-2aZM
Саша Сергеев — войти в IT из любопытства | Подкаст | karpov.courses;https://www.youtube.com/watch?v=-X8LWW8r4S4
«Инженер данных»: преподаватели о курсе | karpov.courses;https://www.youtube.com/watch?v=zIkrPzCLXFA
Ира Александрова – из онлайн-казино в руководители аналитики | Подкаст | karpov.courses;https://www.youtube.com/watch?v=GfuvKLLFvQo
Как проходить собеседования аналитику данных? | Анатолий Карпов | Голосовой чат | karpov.courses;https://www.youtube.com/watch?v=2Obawm2vzDo
Обзор курса «Инженер данных» | Евгений Ермаков (Яндекс.Go) | karpov.courses;https://www.youtube.com/watch?v=rbIpf8fDYyE
Алексей Чернобровов о том, как Data Science приносит пользу бизнесу | Интервью | karpov.courses;https://www.youtube.com/watch?v=CcRuaCEBXpM
Андрей Себрант — из советской науки в IT маркетинг | Подкаст | karpov.courses;https://www.youtube.com/watch?v=2QLHcgYtCt4
ML System Design с Валерием Бабушкиным | Выпуск 3 | Собеседование | karpov.courses;https://www.youtube.com/watch?v=3X-TAuWdIAc&t=1420s
Сергей Колесников – о карьерном пути и Data Science в Тинькофф;https://www.youtube.com/watch?v=eKArZfPErkQ
О Симуляторе аналитика данных | Анатолий Карпов | karpov.courses;https://www.youtube.com/watch?v=SNJzZ5snpS8
ML System Design с Валерием Бабушкиным | Выпуск 2 | Собеседование | karpov.courses;https://www.youtube.com/watch?v=WKYPQtqE-m0&t=92s
Влад Прищепов – аналитик, который хотел в продакты | Подкаст | karpov.courses;https://www.youtube.com/watch?v=VWOge47iwOM
Алексей Никушин – Как собрать конференцию аналитиков | Подкаст | karpov.courses;https://www.youtube.com/watch?v=8b0NiATN1xg
Константин Павлов о маркетинговой аналитике | Интервью | karpov.courses;https://www.youtube.com/watch?v=dlc7yJ6BGxE
